gene,spearman_r,pval
MYBPC3,0.052593199664491816,2.7739056461016873e-21
EIF4G2,0.051671461752398846,1.3435829212803498e-20
ABHD1,0.05149253883832894,1.8192206419897526e-20
CILP,0.05115414992278901,3.218005269639589e-20
KRT222,0.05111146487571156,3.457150291695117e-20
MIR9-2HG,0.05100813140833885,4.1112771045682923e-20
NRCAM,0.05083606383981972,5.48229782827268e-20
LINC03051,0.05082738986614911,5.562271839495218e-20
DNASE1L3,0.05078681785651082,5.951923988347932e-20
DST,0.05026841675783957,1.407167382516733e-19
NICOL1,0.049962286743976,2.3294350425092627e-19
ADAMTS10,0.049391514382730435,5.914095938319155e-19
MORF4L1,0.04857955458194199,2.1860072912085068e-18
XYLT1,0.04842453967763774,2.7989614199405973e-18
TRAC,0.04831343144385027,3.3398787846263536e-18
POLR2I,0.04828564009333724,3.49057537333382e-18
SPRY3,0.0478499293055337,6.949804875104567e-18
NOP10,0.04780772588230877,7.426776361551891e-18
IL18R1,0.04779424081462278,7.585885622893688e-18
AOX1,0.04730042353602228,1.6419973733545753e-17
C5AR2,0.047185232326424506,1.963866148663453e-17
UBE2QL1,0.04704873766982481,2.426544902522029e-17
ZNF416,0.0467870951669558,3.633921942135112e-17
ENSG00000272434,0.045979709627032156,1.2461266500340907e-16
S100A1,0.045941536442988165,1.3202020021370662e-16
ESPL1,0.045931391386886795,1.340608123637485e-16
TMEM14B,0.04589685881289283,1.4124266318764477e-16
C19orf73,0.045823159077762694,1.578628838613085e-16
SLITRK5,0.04569317076410554,1.9200366205703532e-16
EIF4A2,0.04551051099937582,2.5257735959128114e-16
KCNJ18,0.04543206638211501,2.840490711334343e-16
CSF3,0.04529883452025702,3.4658851655491476e-16
DAD1,0.045225706421531765,3.8649454982962124e-16
OCIAD1,0.04511327916994049,4.568375575805603e-16
LDLRAD3,0.04511252616271948,4.573488430997171e-16
HMGN2,0.04499645098412261,5.432953459432553e-16
CXCL10,0.04498876039154911,5.495212230142526e-16
COX14,0.04471754173826063,8.202976783319629e-16
